43,1.607901573
46,1.606561899
72,1.602039933
95,1.217706561
168,1.58595109
230,1.568906784
235,1.557628393
256,1.564979434
274,1.548861027
309,1.553951979
311,1.559973001
319,1.555827737
475,1.529971719
537,1.510497332
580,1.508849263
587,1.537441254
635,1.535433412
648,1.525109291
672,1.52384901
715,1.525944471
723,1.530790806
786,1.513856769
803,1.518275619
809,1.513282299
837,1.508217216
972,1.518471479
1015,1.534151673
1067,1.531172991
1105,1.514616728
1181,1.550138593
1262,1.52367413
1317,1.530250788
1320,1.541970253
1334,1.535893917
1338,1.521938086
1386,1.518189073
1393,1.541506052
1437,1.536992192
1467,1.523754358
1524,1.546275258
1553,1.539740562
1569,1.539551735
1585,1.533761859
1692,1.538180351
1735,1.544485927
1738,1.544834971
1845,1.540256262
1867,1.540063262
1878,1.560528517
1918,1.563037992
1935,1.535658598
1948,1.541304827
2037,1.537938833
2097,1.535543203
2188,1.537847877
2200,1.536426425
2232,1.52893889
2238,1.546738982
2263,1.536671996
2308,1.548790812
2390,1.511510372
2437,1.531334877
2454,1.536026597
2456,1.533801913
2461,1.532245278
2486,1.544106007
2487,1.545352101
2499,1.540970445
2504,1.535579205
2533,1.533653498
2548,1.54419136
2686,1.545545936
2741,1.54842484
2968,1.549497128
3039,1.544323206
3042,1.553430676
3100,1.547155619
3162,1.54586482
3231,1.545298815
3245,1.547597051
3247,1.553534508
3248,1.554849148
3306,1.542095065
3481,1.550569773
3619,1.516430259
3621,1.54166019
3671,1.549874783
3742,1.543717146
3794,1.544340849
3815,1.558240771
3822,1.536735058
3929,1.545974255
3957,1.520827532
3985,1.555820465
4037,1.555965185
4099,1.548699379
4197,1.551698923
4228,1.54672277
4233,1.532950282
4318,1.537773132
4320,1.540242076
4401,1.530121565
4493,1.521197557
4510,1.552940369
4531,1.55355382
4665,1.524955034
4669,1.535467863
4677,1.527001977
4789,1.509897113
4803,1.532405496
4841,1.524329662
4853,1.521081328
4895,1.521569848
4972,1.475146174
5051,1.460791826
5053,1.460273504
5107,1.478548765
5135,1.425127864
5240,1.510293007
5346,1.39994359
5360,1.511216521
5421,1.392016411
5550,1.484791756
5680,1.42746675
5724,1.421448827
5809,1.417192817
5829,1.273923874
5865,1.364658356
5872,1.439657569
5908,1.470647931
5929,1.440428853
5991,1.405944347
6011,1.357481718
6122,1.383571863
6132,1.366125703
6201,1.424095154
6214,1.252853394
6220,1.356551647
6233,1.351294279
6290,1.438937187
6313,1.392772317
6377,1.423263311
6521,1.415424943
6575,1.392163157
6604,1.464239597
6658,1.449453592
6697,1.454341292
6700,1.449572206
6712,1.324380875
6743,1.414012074
6855,1.338934183
6967,1.384817123
6993,1.46704638
7107,1.396287203
7115,1.430485249
7156,1.483405471
7248,1.357918859
7312,1.26844871
7360,1.155108213
7383,1.210582018
7451,1.237932444
7461,0.877890289
7464,0.950429559
7479,1.12437129
7512,1.252440214
7694,0.950123727
7761,0.504576266
7789,0.65384382
7799,0.475757152
7834,0.535487831
7992,0.591545165
8067,1.159867764
8181,0.811784387
8222,0.853123665
8335,0.790811121
8364,0.870703936
8369,1.048424959
8378,1.112302542
8468,0.927699029
8471,0.838811576
8499,1.066167355
8509,1.045526266
8602,0.661459208
8636,0.961647809
8696,0.960438251
8820,1.365704417
8879,1.143342853
8905,0.908707261
8908,0.913291514
8929,1.144654989
8936,1.106059313
8994,1.115517497
9000,1.034712195
9056,1.051480412
9261,0.920513868
9317,1.117873192
9349,1.085138202
9436,1.030421972
9469,0.93154645
9548,1.087344408
9555,1.01240921
9568,1.119758487
9628,1.034057856
9658,0.949616253
9681,1.059082985
9699,0.985170424
9844,0.916628003
9908,1.007817507
10059,1.040551186
10085,1.096562386
10277,0.991219282
10284,0.989936352
10397,1.001054883
10400,1.039176702
10421,1.090064526
10480,0.890856206
10523,0.952159166
10608,1.170550585
10639,1.131117821
10655,0.981502354
10672,1.102227449
10712,1.049155116
10758,1.05840075
10759,1.093127012
10781,1.17431128
10816,1.044136882
10842,0.928725421
10851,1.032624602
10903,1.076623917
10906,1.074730158
10940,1.072614193
10944,0.981338739
10967,1.233839154
10973,1.141514301
10975,1.194990873
11021,1.030706167
11103,1.112879992
11122,1.015681028
11131,0.96192205
11199,1.023929358
11201,0.993565083
11261,1.121962309
11420,1.009047151
11473,0.948718786
11493,0.950709701
11524,0.841397107
11533,1.096740484
11550,0.884359837
11567,0.95247376
11649,1.051505804
11672,0.900211811
11686,0.973476648
11760,0.902639449
11874,1.080310583
11970,1.124523282
11975,1.115017533
12011,1.0954175
12042,1.150270224
12139,0.86785239
12165,0.895024359
12169,0.963455379
12185,0.982304573
12227,1.061121345
12291,0.963330686
12294,0.974215031
12310,0.932859123
12406,1.032855272
12459,0.99674201
12672,0.979041576
12700,0.938867509
12806,1.052583933
12878,0.975071788
12940,0.986854315
13018,1.002491474
13035,1.055299401
13062,0.997112572
13083,1.023907304
13095,1.041593671
13110,1.013635159
13167,0.956556261
13240,0.965124905
13350,0.941365063
13403,0.844665408
13407,0.91082859
13505,1.01046896
13547,0.900373578
13598,0.972251356
13621,0.854165494
13680,0.927046299
13683,0.871198833
13777,0.894959092
13811,1.004407883
13846,0.832415879
13885,0.834019542
13977,0.700036407
13999,0.856076896
14081,0.807810128
14222,0.757611632
14288,0.835928917
14295,0.807192147
14304,0.773197234
14321,0.756694973
14339,0.915633142
14398,0.652241826
14448,0.667106569
14495,0.599881053
14558,0.665153801
14633,0.749229372
14639,0.808520079
14669,0.858063936
14678,0.837025821
14688,0.659780085
14780,0.798842251
14789,0.831283867
14793,0.79618752
14810,0.740876853
14874,0.826127887
14893,0.721277595
15028,0.78697288
15091,0.737546444
15137,0.82486105
15181,0.722872674
15267,0.597757578
15325,0.7665025
15474,0.789632142
15476,0.870913863
15508,0.757620394
15539,0.975694656
15598,0.814826548
15741,0.834937811
15765,0.77951318
15774,0.720786452
15829,0.783304632
15980,0.705298781
15994,0.663702369
16096,0.611277521
16117,0.647236168
16250,0.799021363
16322,0.720653057
16344,0.688598394
16361,0.682781696
16407,0.752997756
16441,0.657151103
16506,0.77079463
16586,0.76200074
16662,0.765167415
16698,0.895127654
16809,0.817094564
16810,0.83351773
16844,0.768883228
16858,0.657873452
16900,0.781894684
17067,0.743362546
17098,0.852006018
17132,0.765221596
17240,0.76901114
17273,0.756648064
17291,0.802067995
17293,0.931338847
17317,0.809155881
17318,0.971752644
17321,0.915791512
17340,0.813817322
17375,1.019434214
17406,0.722715318
17445,0.533745229
17455,0.622956276
17544,0.981301486
17558,0.97870481
17587,0.63389504
17595,0.882326722
17624,0.797917604
17723,1.014507055
17954,0.75855571
17982,0.74334532
17991,0.714299798
18019,0.788071394
18054,0.590257943
18066,0.613980532
18130,0.692481041
18265,0.753237128
18319,0.514647007
18452,0.794398069
18453,0.841715574
18593,0.715850353
18714,0.747763157
18721,0.672545195
18846,0.579245389
18959,0.559639692
18978,0.567636549
19006,0.526770949
19028,0.573323071
19049,0.713484645
19117,0.600772977
19170,0.690391362
19228,0.55110836
19272,0.605519891
19486,0.528345883
19504,0.496552199
19526,0.624006271
19532,0.801936984
19641,0.634088814
19655,0.531292021
19666,0.577486217
19721,0.571355343
19732,0.568032682
19738,0.412406445
19797,0.579901218
19824,0.543587029
19847,0.678804815
19917,0.475273401
19939,0.604069114
19972,0.728149533
19996,0.41889137
20036,0.572000146
20054,0.681085289
20060,0.669019938
20063,0.634404123
20139,0.760267437
20140,0.626438975
20187,0.669496775
20218,0.651420295
20245,0.682763577
20248,0.634903491
